,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher
184,Short-term test–retest reliability of resting state fMRI metrics in children with and without attention-deficit/hyperactivity disorder,http://www.sciencedirect.com/science/article/pii/S1878929315000821,2015,10,7,13049900015938926921,,"http://scholar.google.com/scholar?cites=13049900015938926921&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13049900015938926921&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:SXlnVOyOGrUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4ttCeE7QLS5bXbrdgu9lJKu3Oqs6&scisf=4&ct=citation&cd=184&hl=en,"To date, only one study has examined test–retest reliability of resting state fMRI (R-fMRI)in children, none in clinical developing groups. Here, we assessed.",Developmental Cognitive Neuroscience,"Somandepalli, Krishna & Kelly, Clare & Reiss, Philip T & Zuo, Xi-Nian & Craddock, R Cameron & Yan, Chao-Gan & Petkova, Eva & Castellanos, F Xavier & Milham, Michael P & Di Martino, Adriana",Elsevier
185,Wavelet-based weighted LASSO and screening approaches in functional linear regression,http://amstat.tandfonline.com/doi/abs/10.1080/10618600.2014.925458,2015,7,6,6465661572856043290,,"http://scholar.google.com/scholar?cites=6465661572856043290&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6465661572856043290&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Glf6p_GkulkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4hxVbgo0OcEmXYtLRSnofXL3CXvM&scisf=4&ct=citation&cd=185&hl=en,,Journal of Computational and Graphical Statistics,"Zhao, Yihong & Chen, Huaihou & Ogden, R Todd",Taylor \& Francis
186,King's Research Portal,http://scholar.google.com/https://kclpure.kcl.ac.uk/portal/files/53432691/Bosetal_JAACAP_uncorrectedproof.pdf,2015,0,3,,http://scholar.google.com/https://kclpure.kcl.ac.uk/portal/files/53432691/Bosetal_JAACAP_uncorrectedproof.pdf,,"http://scholar.google.com/scholar?cluster=10232631451661692639&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3-7IKRecAY4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4r6dIpYCucXfE1z6PymBvtLSuW_X&scisf=4&ct=citation&cd=186&hl=en,"... also thank all the members of the ABIDE, Michael P. Milham, PhD, of the New York UniversityMedical Center, and INDI team (http://fcon_1000.projects.nitrc.org/) for supporting ... replicated inan age and IQ-matched sample provided by the Autism Brain Imaging Data Exchange ...",,"Bos, DJ & Merch{\'a}n-Naranjo, J & Mart{\'\i}nez, K & Pina-Camacho, L & Balsa, I & Boada, L & Janssen, J",
187,Brainhack: a collaborative workshop for the open neuroscience community,http://scholar.google.com/https://gigascience.biomedcentral.com/articles/10.1186/s13742-016-0121-x,2016,1,26,4998837684017020310,,"http://scholar.google.com/scholar?cites=4998837684017020310&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4998837684017020310&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:lr2rfWNwX0UJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4uF6Do0lfHjv9_r6DnPwD5mhjAmt&scisf=4&ct=citation&cd=187&hl=en,"... The ABIDE Preprocessing Initiative [7] is an ongoing project started at the 2012 Brainhack toshare preprocessed versions of the Autism Brain Imaging Data Exchange (ABIDE) dataset [8,9]. This project is sharing functional data that have been processed using the ...",GigaScience,"Craddock, R Cameron & Margulies, Daniel S & Bellec, Pierre & Nichols, B Nolan & Alcauter, Sarael & Barrios, Fernando A & Burnod, Yves & Cannistraci, Christopher J & Cohen-Adad, Julien & De Leener, Benjamin & others",BioMed Central
188,Clustering high-dimensional landmark-based two-dimensional shape data,http://amstat.tandfonline.com/doi/abs/10.1080/01621459.2015.1034802,2015,3,13,10976769612028350799,,"http://scholar.google.com/scholar?cites=10976769612028350799&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10976769612028350799&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:T5FAAs5RVZgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4rvR5sMfTn0E8uvSBUrkUgHoLFQw&scisf=4&ct=citation&cd=188&hl=en,... Our real data analysis has confirmed the excellent finite-sample performance of MOSFA inrevealing meaningful clusters in the corpus callosum shape data obtained from the AttentionDeficit Hyperactivity Disorder-200 (ADHD-200) study. ... subjects from the ADHD-200 study. ...,Journal of the American Statistical Association,"Huang, Chao & Styner, Martin & Zhu, Hongtu",Taylor \& Francis
189,A new L1-regularized time-varying autoregressive model for brain connectivity estimation: A study using visual task-related fMRI data,http://ieeexplore.ieee.org/abstract/document/7527162/,2016,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:fVMidzu2mLQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4r_hfS-H_veNfzIEWJgKCY00zd4v&scisf=4&ct=citation&cd=189&hl=en,... IV. VISUAL TASK-RELATED FMRI DATA ANALYSIS A. Data Acquisition and PreprocessingThe fMRI data was obtained from the enhance Nathan Kline Institute (NKI) Rockland sampleof the international neuroimaging data-sharing initiative (INDI) [12]. ...,,"Zhang, L & Fu, ZN & Chan, SC & Wu, HC & Zhang, ZG",
190,Automated individual-level parcellation of Broca's region based on functional connectivity,http://www.sciencedirect.com/science/article/pii/S1053811916305468,2016,0,4,,,,"http://scholar.google.com/scholar?cluster=4138098896716232947&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:8_g0oAV7bTkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5AxOFQJ2P2vdBO3mFJuRo1BuQaS4&scisf=4&ct=citation&cd=190&hl=en,"... that the method can be applied to resting-state fMRI datasets with varying acquisition andpreprocessing parameters, the labeling procedure is applied to two open-source datasets fromthe Human Connectome Project and the Nathan Kline Institute Rockland Sample. ...",NeuroImage,"Jakobsen, Estrid & Liem, Franziskus & Klados, Manousos A & Bayrak, {\c{S}}eyma & Petrides, Michael & Margulies, Daniel S",Elsevier
191,Morphometricity as a measure of the neuroanatomical signature of a trait,http://www.pnas.org/content/113/39/E5749.short,2016,0,4,,,,"http://scholar.google.com/scholar?cluster=15091658449719504510&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:fq4Np2ZXcNEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5Ifo6ohJlwYcEqwl7XL_W8pOQyw2&scisf=4&ct=citation&cd=191&hl=en,,Proceedings of the National Academy of Sciences,"Sabuncu, Mert R & Ge, Tian & Holmes, Avram J & Smoller, Jordan W & Buckner, Randy L & Fischl, Bruce & Weiner, Michael W & Aisen, Paul & Weiner, Michael & Petersen, Ronald & others",National Acad Sciences
192,Sex-dependent and sex-independent brain resting-state functional connectivity in children with autism spectrum disorder,http://biorxiv.org/content/early/2016/01/27/038026.abstract,2016,0,5,,,,"http://scholar.google.com/scholar?cluster=11964321340874376627&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:s0Vxrd7OCaYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5AKRpzpetCYKzXslSH2Hh5UAa7xB&scisf=4&ct=citation&cd=192&hl=en,"... connectivity alterations in ASD. By leveraging the autism brain imaging data exchange (ABIDE)(Di Martino et al. ... Di Martino a, Yan CG, Li Q, et al. (2014) The autism brain imaging data exchange:towards a large-scale evaluation of the intrinsic brain architecture in autism. ...",bioRxiv,"Di, Xin & Biswal, Bharat B",Cold Spring Harbor Labs Journals
193,"JM Swanson, JA Sergeant, Eric Andrew Taylor, EJS Sonuga-Barke, PS Jensen, and FX Castellanos",http://link.springer.com/content/pdf/10.1007/978-1-4614-6434-1_169-1.pdf,2016,0,0,,http://link.springer.com/content/pdf/10.1007/978-1-4614-6434-1_169-1.pdf,,,http://scholar.googleusercontent.com/scholar.bib?q=info:_T0_fSpQmX8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5N_f1kExTjyA8A8H2KcaueGqpHrg&scisf=4&ct=citation&cd=193&hl=en,"... 2010) and for a sample of 285 ADHD cases (ADHD-200 Consortium 2012). What new informationhas emerged from brain imaging studies? ... (2011) summarizing the networks, which we includehere (see Fig. 4). What has emerged from the ADHD-200 project? ...",,"Swanson, JM",Springer
194,Using deep belief network modelling to characterize differences in brain morphometry in schizophrenia,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5151017/,2016,0,4,,,,"http://scholar.google.com/scholar?cluster=17132889509430211096&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:GLKaITxAxO0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5D8osYuaL3N7Q56YvT-EEnlcY-Ys&scisf=4&ct=citation&cd=194&hl=en,... Kuang and He 19 applied the DBN to feature extraction and classification tasks in fMRIdata acquired as part of the ADHD-200 cohort 20 . ... In International Conference on CloudComputing and Big Data 27–32 (2014). ADHD-200 Consortium. ...,Scientific Reports,"Pinaya, Walter HL & Gadelha, Ary & Doyle, Orla M & Noto, Cristiano & Zugman, Andr{\'e} & Cordeiro, Quirino & Jackowski, Andrea P & Bressan, Rodrigo A & Sato, Jo{\~a}o R",Nature Publishing Group
195,Functional abnormalities in Broca's area in adolescents with ADHD: A resting-state fMRI study,http://scholar.google.com/https://www.degruyter.com/view/j/psicl.2015.51.issue-1/psicl-2015-0006/psicl-2015-0006.xml,2015,1,10,8142630450332959796,,"http://scholar.google.com/scholar?cites=8142630450332959796&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8142630450332959796&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:NARgyUBvAHEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5MNxLc3Okp8Xxkja5ReAhAZq5vBh&scisf=4&ct=citation&cd=195&hl=en,... Data for the study was taken from the ADHD-200 project and included 267 ADHD patients (109with combined inattentive/hyperactive subtype and 158 with inattentive subtype) and 478typically-developing control (TDC) subjects. ... REFERENCES ADHD-200 Consortium. 2012. ...,Poznan Studies in Contemporary Linguistics,"Pikusa, Micha{\l} & Jo{\'n}czyk, Rafa{\l}",
196,Evaluation of ICA-AROMA and alternative strategies for motion artifact removal in resting state fMRI,http://www.sciencedirect.com/science/article/pii/S1053811915001809,2015,55,7,4119059778749897919,,"http://scholar.google.com/scholar?cites=4119059778749897919&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4119059778749897919&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:v5z8iAvXKTkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5LBVDfDoiR09Lu0uekRku1fYOCAl&scisf=4&ct=citation&cd=196&hl=en,"... the NYU Child Study Center ADHD200 dataset, both publically available through the InternationalNeuroimaging Data-sharing Initiative (INDI; http://fcon_1000.projects.nitrc.org/). ... Study Centerdata is part of the ADHD200 sample in INDI (The ADHD-200 Consortium, 2012). ...",Neuroimage,"Pruim, Raimon HR & Mennes, Maarten & Buitelaar, Jan K & Beckmann, Christian F",Elsevier
197,On estimating a mixture on graphons,http://scholar.google.com/https://arxiv.org/abs/1606.02401,2016,1,3,7824285233308038964,,"http://scholar.google.com/scholar?cites=7824285233308038964&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7824285233308038964&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:NPeoAPdxlWwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5IrAHz7quQ9GHL0FWFTfcTnkIHng&scisf=4&ct=citation&cd=197&hl=en,... We are also able to detect cluster structure in the 1000 Functional Connectomes Project (1000FCP) dataset 1. The rest of the paper is organized as follows. In Section 2 we briefly describegraphon- estimation methods and other related work. ... 1http://fcon_1000.projects.nitrc.org ...,arXiv preprint arXiv:1606.02401,"Mukherjee, Soumendu Sundar & Sarkar, Purnamrita & Lin, Lizhen",
198,Altered Resting-State Functional Connectivity in the Hand Motor Network in Glioma Patients,http://online.liebertpub.com/doi/abs/10.1089/brain.2016.0432,2016,0,2,,,,"http://scholar.google.com/scholar?cluster=9292341864879984301&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:rY6pc7EH9YAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5EZxdBNnEB-wvjE0nt16kqeF2kUs&scisf=4&ct=citation&cd=198&hl=en,"... recorded. For comparison, 12 age, sex, and handedness-matched controls wereobtained from the Nathan Kline Institute–Rockland Sample data set in the 1000Functional Connectomes project (Nooner et al., 2012). Data table. ...",Brain Connectivity,"Mallela, Arka N & Peck, Kyung K & Petrovich-Brennan, Nicole M & Zhang, Zhigang & Lou, William & Holodny, Andrei I","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA"
199,Increased functional connectivity between subcortical and cortical resting-state networks in autism spectrum disorder,http://jamanetwork.com/journals/jamapsychiatry/fullarticle/2301161,2015,34,11,13906118858460932177,,"http://scholar.google.com/scholar?cites=13906118858460932177&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13906118858460932177&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Uajsimx1_MAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5HA8WlynIavG2LtkrK09koboi6Dh&scisf=4&ct=citation&cd=199&hl=en,This resting-state functional magnetic resonance imaging study compares the intrinsicfunctional connectivity between brain networks in a large sample of indivi.,JAMA psychiatry,"Cerliani, Leonardo & Mennes, Maarten & Thomas, Rajat M & Di Martino, Adriana & Thioux, Marc & Keysers, Christian",American Medical Association
200,Identifying diagnostically‐relevant resting state brain functional connectivity in the ventral posterior complex via genetic data mining in autism spectrum disorder,http://onlinelibrary.wiley.com/doi/10.1002/aur.1559/pdf,2015,1,4,1944457729994189331,,"http://scholar.google.com/scholar?cites=1944457729994189331&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1944457729994189331&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:E-oQ1QAa_BoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5pkz5djwiHV_QlgqIqSMOg9Ol4Ng&scisf=4&ct=citation&cd=200&hl=en,"... the Allen Mouse Brain Atlas; (3) translated those ROIs to a human brain atlas; and (4) used thoseROIs on ASD brain connectivity data publicly available (Autism Brain Imaging Data Exchange[ABIDE]; h ... nitrc.org/indi/abide/) and are described elsewhere [Di Martino et al., 2014]. ...",Autism Research,"Baldwin, Philip R & Curtis, Kaylah N & Patriquin, Michelle A & Wolf, Varina & Viswanath, Humsini & Shaw, Chad & Sakai, Yasunari & Salas, Ramiro",Wiley Online Library
201,Data-driven phenotypic categorization for neurobiological analyses: beyond DSM-5 labels,http://www.sciencedirect.com/science/article/pii/S0006322316325860,2016,5,11,1984541748868962446,,"http://scholar.google.com/scholar?cites=1984541748868962446&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1984541748868962446&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:jlhEvzSCihsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5sGKm8xhxZ4e11ZsmZwsQ1jD--nI&scisf=4&ct=citation&cd=201&hl=en,"... well as differential clinical outcomes (19). Here, we used the Nathan KlineInstitute-Rockland Sample (NKI-RS) (20), a deeply phenotyped, community-ascertained multimodal imaging sample. Using data from adult participants ...",Biological Psychiatry,"Van Dam, Nicholas T & O’Connor, David & Marcelle, Enitan T & Ho, Erica J & Craddock, R Cameron & Tobe, Russell H & Gabbay, Vilma & Hudziak, James J & Castellanos, F Xavier & Leventhal, Bennett L & others",Elsevier
202,Sparse median graphs estimation in a high-dimensional semiparametric model,http://projecteuclid.org/euclid.aoas/1475069612,2016,3,7,8433031066694112424,,"http://scholar.google.com/scholar?cites=8433031066694112424&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8433031066694112424&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:qNQiNhMlCHUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5o3dqlp5SuL9JlB_OuxVlh0FsgwC&scisf=4&ct=citation&cd=202&hl=en,"Page 1. The Annals of Applied Statistics 2016, Vol. 10, No. 3, 1397–1426 DOI:10.1214/16-AOAS940 © Institute of Mathematical Statistics, 2016 SPARSE MEDIANGRAPHS ESTIMATION IN A HIGH-DIMENSIONAL SEMIPARAMETRIC MODEL ...",The Annals of Applied Statistics,"Han, Fang & Han, Xiaoyan & Liu, Han & Caffo, Brian & others",Institute of Mathematical Statistics
203,Frequency dependent topological patterns of resting-state brain networks,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124681,2015,6,14,7829924088581786733,,"http://scholar.google.com/scholar?cites=7829924088581786733&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7829924088581786733&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:bQwxTnl6qWwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5isfvPfijDKjOZP6yeT_Z_Ul4zCv&scisf=4&ct=citation&cd=203&hl=en,... source are credited. Data Availability: MRI data were obtained from an open sourcewebsite (http://fcon_1000.projects.nitrc.org/fcpClassic/FcpTable.html) provided by'1000 Functional Connectomes' Project. Funding: This work ...,PloS one,"Qian, Long & Zhang, Yi & Zheng, Li & Shang, Yuqing & Gao, Jia-Hong & Liu, Yijun",Public Library of Science
204,基于小波变换与 SVM 的 ADHD 病人分类,http://www.xb.uestc.edu.cn/nature/public/uploadfiles/UESTC20150525.pdf,2015,0,5,,http://www.xb.uestc.edu.cn/nature/public/uploadfiles/UESTC20150525.pdf,,"http://scholar.google.com/scholar?cluster=12916633632082656658&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:kn0mZtoZQbMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5rTpdzoy5VHcBHFUTB2VRvMGrGcE&scisf=4&ct=citation&cd=204&hl=en,"... 【摘要】提出基于小波变换的特征提取方法对ADHD病人进行分类研究。采用115名ADHD-200的竞赛静息态功能磁共振 数据，首先提取了90个脑区的平均时间序列信号 ... One hundred and fifteensubjects' resting state fMRI data were adopted, which come from ADHD-200 competition. ...",电子科技大学学报,谭颖 & 张涛 & 谭睿 & 沈小涛 & 校景中,
205,Using regional homogeneity from functional MRI for diagnosis of ASD among males,http://ieeexplore.ieee.org/abstract/document/7280562/,2015,1,2,5266327167280651264,,"http://scholar.google.com/scholar?cites=5266327167280651264&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5266327167280651264&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:AJzADKjAFUkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5hG7OfDysMzDGyqOgHR_eDxhYjhH&scisf=4&ct=citation&cd=205&hl=en,"... data. Recently, the Autism Brain Imaging Data Exchange [12] consortium has publiclyreleased a large dataset consisting of MRI volumes obtained from various locationsto enable large scale investigation of ASD from fMRI. ...",,"Vigneshwaran, S & Mahanand, BS & Suresh, Sundaram & Sundararajan, Narasimhan",
206,STATISTICAL METHODS FOR BRAIN IMAGING AND GENOMIC DATA ANALYSIS,http://scholar.google.com/https://jscholarship.library.jhu.edu/handle/1774.2/37876,2015,0,0,,,,,http://scholar.googleusercontent.com/scholar.bib?q=info:mMKE1oD1v18J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5pjIaRt2YcQFMRt6gLJEbqks5m1o&scisf=4&ct=citation&cd=206&hl=en,"... A simulation study confirms its effectiveness in homotopic, non-homotopic and mixed set- tingsas well as on the ADHD-200 dataset. ... The efficacy of H- gICA methodology is demonstrated byan application to the ADHD-200 dataset [Milham, 2012, Eloyan et al., 2012]. ...",,"Yang, Juemin",
207,Reducing signal loss of the parahippocampal gyrus improves imaging of the default‐mode network in 3.0‐T MRI: the effect of susceptibility‐induced field gradients,http://onlinelibrary.wiley.com/doi/10.1002/nbm.3435/full,2015,0,7,,,,"http://scholar.google.com/scholar?cluster=2674878100867641060&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:5O6v63UTHyUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5uM0OsQch5WMO2lN6hfaYcRFm0v7&scisf=4&ct=citation&cd=207&hl=en,"... For example, in the '1000 Functional Connectomes Project' of the International NeuroimagingData-Sharing Initiative, most databases were constructed from scan data obtained at 3.0 T. Thediscrepancy in PHC activations obtained using various MRI field strengths is ...",NMR in Biomedicine,"Tseng, Yu-Sheng & Huang, Teng-Yi & Tsai, Shang-Yueh",Wiley Online Library
208,Motor noise is rich signal in autism research and pharmacological treatments,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116649/,2016,1,4,6035774874850495941,,"http://scholar.google.com/scholar?cites=6035774874850495941&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6035774874850495941&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:xQ2xD0Vhw1MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5pRYwbo4QCmpOipMD60mzMsznZrY&scisf=4&ct=citation&cd=208&hl=en,... These included individuals with autism spectrum disorders (ASD) and healthy-controlsin shared data from the Autism Brain Imaging Data Exchange (ABIDE) and theAttention-Deficit Hyperactivity Disorder (ADHD-200) databases. ...,Scientific Reports,"Torres, EB & Denisova, K",Nature Publishing Group
209,Scanning the horizon: towards transparent and reproducible neuroimaging research,http://www.nature.com/nrn/journal/vaop/ncurrent/full/nrn.2016.167.html,2017,4,5,2843882266180226677,,"http://scholar.google.com/scholar?cites=2843882266180226677&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2843882266180226677&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:dY60gtp_dycJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5lOkpCR_BUdhk9PBT2E5EKJGCEPA&scisf=4&ct=citation&cd=209&hl=en,"... scale consortia, which have amassed samples in the tens or hundreds of thousands (Box 1).There are examples of successful consortia in neuroimaging, including the 1000 FunctionalConnectomes Project and its International Neuroimaging Data-Sharing Initiative (INDI) 3, 26 ...",Nature Reviews Neuroscience,"Poldrack, Russell A & Baker, Chris I & Durnez, Joke & Gorgolewski, Krzysztof J & Matthews, Paul M & Munaf{\`o}, Marcus R & Nichols, Thomas E & Poline, Jean-Baptiste & Vul, Edward & Yarkoni, Tal",Nature Research
210,Antipsychotic treatment and functional connectivity of the striatum in first-episode schizophrenia,http://jamanetwork.com/journals/jamapsychiatry/fullarticle/1922090?tab=cme,2015,42,11,12220364928108759809,,"http://scholar.google.com/scholar?cites=12220364928108759809&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12220364928108759809&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:AYuQ5Sd1l6kJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6EYVrzs-cbW7dLY5W_zFKEFSVuQU&scisf=4&ct=citation&cd=210&hl=en,This prospective controlled study reports that corticostriatal functional dysconnectivity inpsychosis is a state-dependent phenomenon. Increased functional con.,JAMA psychiatry,"Sarpal, Deepak K & Robinson, Delbert G & Lencz, Todd & Argyelan, Miklos & Ikuta, Toshikazu & Karlsgodt, Katherine & Gallego, Juan A & Kane, John M & Szeszko, Philip R & Malhotra, Anil K",American Medical Association
211,ASD detection in males using MRI-an age-group based study,http://ieeexplore.ieee.org/abstract/document/7280537/,2015,2,2,12298867279265510441,,"http://scholar.google.com/scholar?cites=12298867279265510441&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12298867279265510441&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:KbRL2KBarqoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6EnZdyMZC1GN5QNrxN5xJBb5KDB9&scisf=4&ct=citation&cd=211&hl=en,"... reality. Recently, the Autism Brain Imaging Data Exchange [22] consortium haspublicly released a large dataset consisting of MRI volumes obtained from variouslocations to enable large scale investigation of ASD from MRI. ...",,"Vigneshwaran, S & Suresh, Sundaram & Mahanand, BS & Sundararajan, N",
212,"Big data, small kids: Medico-scientific, familial and advocacy visions of human brains",http://link.springer.com/10.1057/biosoc.2015.33,2016,0,2,,,,"http://scholar.google.com/scholar?cluster=8294805186961816422&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:ZjvtqV4RHXMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6MM5IgKLNTWj3F78mTkCxAuL9w_v&scisf=4&ct=citation&cd=212&hl=en,"... With names like ABIDE (Autism Brain Image Data Exchange), INDI (International NeuroimagingData-sharing Initiative), ADHD200, The 1000 Functional Connectomes Project (on analogy withGeorge Church's 1000 Functional Genome Project, intended to produce massive ...",BioSocieties,"Rapp, Rayna",Springer
213,Link Prediction Boosted Psychiatry Disorder Classification for Functional Connectivity Network,http://proceedings.spiedigitallibrary.org/pdfaccess.ashx?url=/data/conferences/spiep/91017/102252f.pdf,2017,0,2,,http://proceedings.spiedigitallibrary.org/pdfaccess.ashx?url=/data/conferences/spiep/91017/102252f.pdf,,"http://scholar.google.com/scholar?cluster=15401016224286565367&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:9-OgbKhmu9UJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6M3UvZlgrHSU3Y0VfxTmfSfJdUjZ&scisf=4&ct=citation&cd=213&hl=en,"... Attention Deficit Hyperactivity Disorder Dataset: Data were taken from New YorkUniversity site of ADHD-200 database (http://fcon_1000.projects.nitrc.org/indi/adhd200/ ), which includes 98 HC and 118 children with ADHD. ...",,"Li, Weiwei & Mei, Xue & Wang, Hao & Zhou, Yu & Huang, Jiashuang",
